KEY_ID,KEY_NAME,KEY_DESCRIPTION,KEY_DIFFICULTY,KEY_CATEGORY,KEY_LENGTH,KEY_GOAL1,KEY_GOAL2,KEY_GOAL3,KEY_IMAGE
,תרגיל חימום,ג'קים. קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,קל,4,5,1,1,1,/drawable/pic21
,תרגיל חימום,ג'קים. קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,בינוני,4,5,1,1,1,/drawable/pic21
,תרגיל חימום,ג'קים. קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,קשה,4,5,1,1,1,/drawable/pic21
,תרגיל חימום,ג'קים. קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,קשה מאוד,4,5,1,1,1,/drawable/pic21
,שחרור פלג גוף עליון ,למתוח את הגוף בעמידה כאשר הידיים מונפות מעל הראש ועומדים על קצות האצבעות. 30 שניות. 30 סטים,קל מאוד,5,5,1,1,1,/drawable/pic26
,שחרור פלג גוף עליון ,למתוח את הגוף בעמידה כאשר הידיים מונפות מעל הראש ועומדים על קצות האצבעות. 30 שניות. 30 סטים,קל,5,5,1,1,1,/drawable/pic26
,שחרור פלג גוף עליון ,למתוח את הגוף בעמידה כאשר הידיים מונפות מעל הראש ועומדים על קצות האצבעות. 30 שניות. 30 סטים,בינוני,5,5,1,1,1,/drawable/pic26
,שחרור פלג גוף עליון ,למתוח את הגוף בעמידה כאשר הידיים מונפות מעל הראש ועומדים על קצות האצבעות. 30 שניות. 30 סטים,קשה,5,5,1,1,1,/drawable/pic26
,שחרור פלג גוף עליון ,למתוח את הגוף בעמידה כאשר הידיים מונפות מעל הראש ועומדים על קצות האצבעות. 30 שניות. 30 סטים,קשה מאוד,5,5,1,1,1,/drawable/pic26
,שחרור פלג גוף עליון ,בעמידה כאשר יד אחת אוחזת את המותן היד השנייה נמתחת מעבר לראש. 30 שניות. 3 סטים.,קל מאוד,5,5,1,1,1,/drawable/pic27
,שחרור פלג גוף עליון ,בעמידה כאשר יד אחת אוחזת את המותן היד השנייה נמתחת מעבר לראש. 30 שניות. 3 סטים.,קל,5,5,1,1,1,/drawable/pic27
,שחרור פלג גוף עליון ,בעמידה כאשר יד אחת אוחזת את המותן היד השנייה נמתחת מעבר לראש. 30 שניות. 3 סטים.,בינוני,5,5,1,1,1,/drawable/pic27
,שחרור פלג גוף עליון ,בעמידה כאשר יד אחת אוחזת את המותן היד השנייה נמתחת מעבר לראש. 30 שניות. 3 סטים.,קשה,5,5,1,1,1,/drawable/pic27
,שחרור פלג גוף עליון ,בעמידה כאשר יד אחת אוחזת את המותן היד השנייה נמתחת מעבר לראש. 30 שניות. 3 סטים.,קשה מאוד,5,5,1,1,1,/drawable/pic27
,שחרור פלג גוף עליון ,בעמידה יש לשלב את הידיים מאחורי הגב ולמתוח אותם. 30 שניות. 3 סטים,קל מאוד,5,5,1,1,1,/drawable/pic31
,שחרור פלג גוף עליון ,בעמידה יש לשלב את הידיים מאחורי הגב ולמתוח אותם. 30 שניות. 3 סטים,קל,5,5,1,1,1,/drawable/pic31
,שחרור פלג גוף עליון ,בעמידה יש לשלב את הידיים מאחורי הגב ולמתוח אותם. 30 שניות. 3 סטים,בינוני,5,5,1,1,1,/drawable/pic31
,שחרור פלג גוף עליון ,בעמידה יש לשלב את הידיים מאחורי הגב ולמתוח אותם. 30 שניות. 3 סטים,קשה,5,5,1,1,1,/drawable/pic31
,שחרור פלג גוף עליון ,בעמידה יש לשלב את הידיים מאחורי הגב ולמתוח אותם. 30 שניות. 3 סטים,קשה מאוד,5,5,1,1,1,/drawable/pic31
,שחרור פלג גוף תחתון ,בעמידה מכופפים רגל אחת. מצמידים את העקב לישבן. 30 שניות. 3 סטים,קל מאוד,6,5,1,1,1,/drawable/pic28
,שחרור פלג גוף תחתון ,בעמידה מכופפים רגל אחת. מצמידים את העקב לישבן. 30 שניות. 3 סטים,קל,6,5,1,1,1,/drawable/pic28
,שחרור פלג גוף תחתון ,בעמידה מכופפים רגל אחת. מצמידים את העקב לישבן. 30 שניות. 3 סטים,בינוני,6,5,1,1,1,/drawable/pic28
,שחרור פלג גוף תחתון ,בעמידה מכופפים רגל אחת. מצמידים את העקב לישבן. 30 שניות. 3 סטים,קשה,6,5,1,1,1,/drawable/pic28
,שחרור פלג גוף תחתון ,בעמידה מכופפים רגל אחת. מצמידים את העקב לישבן. 30 שניות. 3 סטים,קשה מאוד,6,5,1,1,1,/drawable/pic28
,שחרור פלג גוף תחתון ,בישיבה כאשר הרגליים ישרות ובטן מכונסת. יש להתכופף לכיוון הרגליים באיטיות. 30 שניות. 3 סטים,קל מאוד,6,5,1,1,1,/drawable/pic29
,שחרור פלג גוף תחתון ,בישיבה כאשר הרגליים ישרות ובטן מכונסת. יש להתכופף לכיוון הרגליים באיטיות. 30 שניות. 3 סטים,קל,6,5,1,1,1,/drawable/pic29
,שחרור פלג גוף תחתון ,בישיבה כאשר הרגליים ישרות ובטן מכונסת. יש להתכופף לכיוון הרגליים באיטיות. 30 שניות. 3 סטים,בינוני,6,5,1,1,1,/drawable/pic29
,שחרור פלג גוף תחתון ,בישיבה כאשר הרגליים ישרות ובטן מכונסת. יש להתכופף לכיוון הרגליים באיטיות. 30 שניות. 3 סטים,קשה,6,5,1,1,1,/drawable/pic29
,שחרור פלג גוף תחתון ,בישיבה כאשר הרגליים ישרות ובטן מכונסת. יש להתכופף לכיוון הרגליים באיטיות. 30 שניות. 3 סטים,קשה מאוד,6,5,1,1,1,/drawable/pic29
,שחרור פלג גוף תחתון ,בישיבה כאשר הרגליים פסוקות ובטן מכונסת יש להתכופף לרגל ימין ואז לרגל שמאל. 30 שניות כל רגל. 3 סטים,קל מאוד,6,5,1,1,1,/drawable/pic30
,שחרור פלג גוף תחתון ,בישיבה כאשר הרגליים פסוקות ובטן מכונסת יש להתכופף לרגל ימין ואז לרגל שמאל. 30 שניות כל רגל. 3 סטים,קל,6,5,1,1,1,/drawable/pic30
,שחרור פלג גוף תחתון ,בישיבה כאשר הרגליים פסוקות ובטן מכונסת יש להתכופף לרגל ימין ואז לרגל שמאל. 30 שניות כל רגל. 3 סטים,בינוני,6,5,1,1,1,/drawable/pic30
,שחרור פלג גוף תחתון ,בישיבה כאשר הרגליים פסוקות ובטן מכונסת יש להתכופף לרגל ימין ואז לרגל שמאל. 30 שניות כל רגל. 3 סטים,קשה,6,5,1,1,1,/drawable/pic30
,שחרור פלג גוף תחתון ,בישיבה כאשר הרגליים פסוקות ובטן מכונסת יש להתכופף לרגל ימין ואז לרגל שמאל. 30 שניות כל רגל. 3 סטים,קשה מאוד,6,5,1,1,1,/drawable/pic30
,וי סטפ ימינה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה,קל מאוד,3,5,0,0,1,/drawable/pic19
,וי סטפ ימינה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה,קל מאוד,3,5,0,0,1,/drawable/pic19
,וי סטפ ימינה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה,בינוני,3,10,0,0,1,/drawable/pic19
,וי סטפ ימינה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה,קשה,3,10,0,0,1,/drawable/pic19
,וי סטפ ימינה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה,קשה מאוד,3,15,0,0,1,/drawable/pic19
,וי סטפ שמאלה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל שמאל קדימה באלכסון שמאלה ואז לפסוע עם רגל ימין באלכסון ימינה ולסגור עם רגל שמאל ואז ימין. חוזר חלילה,קל מאוד,3,5,0,0,1,/drawable/pic20
,וי סטפ שמאלה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל שמאל קדימה באלכסון שמאלה ואז לפסוע עם רגל ימין באלכסון ימינה ולסגור עם רגל שמאל ואז ימין. חוזר חלילה,קל,3,5,0,0,1,/drawable/pic20
,וי סטפ שמאלה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל שמאל קדימה באלכסון שמאלה ואז לפסוע עם רגל ימין באלכסון ימינה ולסגור עם רגל שמאל ואז ימין. חוזר חלילה,בינוני,3,5,0,0,1,/drawable/pic20
,וי סטפ שמאלה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל שמאל קדימה באלכסון שמאלה ואז לפסוע עם רגל ימין באלכסון ימינה ולסגור עם רגל שמאל ואז ימין. חוזר חלילה,קשה,3,5,0,0,1,/drawable/pic20
,וי סטפ שמאלה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל שמאל קדימה באלכסון שמאלה ואז לפסוע עם רגל ימין באלכסון ימינה ולסגור עם רגל שמאל ואז ימין. חוזר חלילה,קשה מאוד,3,5,0,0,1,/drawable/pic20
,וי סטפ משולב ,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה לשני הכיוונים. ,קל מאוד,3,5,0,0,1,/drawable/pic20
,וי סטפ משולב ,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה לשני הכיוונים. ,קל,3,5,0,0,1,/drawable/pic20
,וי סטפ משולב ,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה לשני הכיוונים. ,בינוני,3,5,0,0,1,/drawable/pic20
,וי סטפ משולב ,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה לשני הכיוונים. ,קשה,3,5,0,0,1,/drawable/pic20
,וי סטפ משולב ,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה לשני הכיוונים. ,קשה מאוד,3,5,0,0,1,/drawable/pic20
,ג'קים,קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,קל מאוד,3,5,0,0,1,/drawable/pic21
,ג'קים,קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,קל,3,5,0,0,1,/drawable/pic21
,ג'קים,קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,בינוני,3,5,0,0,1,/drawable/pic21
,ג'קים,קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,קשה,3,5,0,0,1,/drawable/pic21
,ג'קים,קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,קשה מאוד,3,5,0,0,1,/drawable/pic21
,ריצה במקום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,קל מאוד,3,5,0,0,1,/drawable/pic22
,ריצה במקום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,קל,3,5,0,0,1,/drawable/pic22
,ריצה במקום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,בינוני,3,10,0,0,1,/drawable/pic22
,ריצה במקום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,קשה,3,10,0,0,1,/drawable/pic22
,ריצה במקום ,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,קשה מאוד,3,15,0,0,1,/drawable/pic22
,ריצה במקום- עקבים למעלה,ריצה במקום. יש להרים עקבים לכיוון הישבן.,קל מאוד,3,5,0,0,1,/drawable/pic23
,ריצה במקום- עקבים למעלה,ריצה במקום. יש להרים עקבים לכיוון הישבן. ,קל,3,5,0,0,1,/drawable/pic23
,ריצה במקום- עקבים למעלה,ריצה במקום. יש להרים עקבים לכיוון הישבן. ,בינוני,3,10,0,0,1,/drawable/pic23
,ריצה במקום- עקבים למעלה,ריצה במקום. יש להרים עקבים לכיוון הישבן. ,קשה,3,10,0,0,1,/drawable/pic23
,ריצה במקום- עקבים למעלה,ריצה במקום. יש להרים עקבים לכיוון הישבן.,קשה מאוד,3,15,0,0,1,/drawable/pic23
,ריצה במקום- ברכיים למעלה,ריצה במקום. יש להרים ברכיים ב90 מעלות כלפי מעלה.,קל מאוד,3,5,0,0,1,/drawable/pic24
,ריצה במקום- ברכיים למעלה,ריצה במקום. יש להרים ברכיים ב90 מעלות כלפי מעלה.,קל,3,5,0,0,1,/drawable/pic24
,ריצה במקום- ברכיים למעלה,ריצה במקום. יש להרים ברכיים ב90 מעלות כלפי מעלה.,בינוני,3,10,0,0,1,/drawable/pic24
,ריצה במקום- ברכיים למעלה,ריצה במקום. יש להרים ברכיים ב90 מעלות כלפי מעלה.,קשה,3,10,0,0,1,/drawable/pic24
,ריצה במקום- ברכיים למעלה,ריצה במקום. יש להרים ברכיים ב90 מעלות כלפי מעלה.,קשה מאוד,3,15,0,0,1,/drawable/pic24
,סטפ-טאצ',מצב התחלתי- רגליים צמודות אחת לשניה. יש לפסוע צעד ימינה ולסגור עם רגל שמאל. לאחר מכן לפסוע שמאלה עם רגל שמאל ולסגור עם ימין. וחוזר חלילה,קל מאוד,3,5,0,0,1,/drawable/pic25
,סטפ-טאצ',מצב התחלתי- רגליים צמודות אחת לשניה. יש לפסוע צעד ימינה ולסגור עם רגל שמאל. לאחר מכן לפסוע שמאלה עם רגל שמאל ולסגור עם ימין. וחוזר חלילה,קל,3,5,0,0,1,/drawable/pic25
,סטפ-טאצ',מצב התחלתי- רגליים צמודות אחת לשניה. יש לפסוע צעד ימינה ולסגור עם רגל שמאל. לאחר מכן לפסוע שמאלה עם רגל שמאל ולסגור עם ימין. וחוזר חלילה,בינוני,3,10,0,0,1,/drawable/pic25
,סטפ-טאצ',מצב התחלתי- רגליים צמודות אחת לשניה. יש לפסוע צעד ימינה ולסגור עם רגל שמאל. לאחר מכן לפסוע שמאלה עם רגל שמאל ולסגור עם ימין. וחוזר חלילה,קשה,3,10,0,0,1,/drawable/pic25
,סטפ-טאצ',מצב התחלתי- רגליים צמודות אחת לשניה. יש לפסוע צעד ימינה ולסגור עם רגל שמאל. לאחר מכן לפסוע שמאלה עם רגל שמאל ולסגור עם ימין. וחוזר חלילה,קשה מאוד,3,15,0,0,1,/drawable/pic25
,וי סטפ ימינה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה,קל מאוד,2,5,0,0,1,/drawable/pic19
,וי סטפ ימינה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה,קל מאוד,2,5,0,0,1,/drawable/pic19
,וי סטפ ימינה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה,בינוני,2,10,0,0,1,/drawable/pic19
,וי סטפ ימינה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה,קשה,2,10,0,0,1,/drawable/pic19
,וי סטפ ימינה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה,קשה מאוד,2,15,0,0,1,/drawable/pic19
,וי סטפ שמאלה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל שמאל קדימה באלכסון שמאלה ואז לפסוע עם רגל ימין באלכסון ימינה ולסגור עם רגל שמאל ואז ימין. חוזר חלילה,קל מאוד,2,5,0,0,1,/drawable/pic20
,וי סטפ שמאלה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל שמאל קדימה באלכסון שמאלה ואז לפסוע עם רגל ימין באלכסון ימינה ולסגור עם רגל שמאל ואז ימין. חוזר חלילה,קל,2,5,0,0,1,/drawable/pic20
,וי סטפ שמאלה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל שמאל קדימה באלכסון שמאלה ואז לפסוע עם רגל ימין באלכסון ימינה ולסגור עם רגל שמאל ואז ימין. חוזר חלילה,בינוני,2,5,0,0,1,/drawable/pic20
,וי סטפ שמאלה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל שמאל קדימה באלכסון שמאלה ואז לפסוע עם רגל ימין באלכסון ימינה ולסגור עם רגל שמאל ואז ימין. חוזר חלילה,קשה,2,5,0,0,1,/drawable/pic20
,וי סטפ שמאלה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל שמאל קדימה באלכסון שמאלה ואז לפסוע עם רגל ימין באלכסון ימינה ולסגור עם רגל שמאל ואז ימין. חוזר חלילה,קשה מאוד,2,5,0,0,1,/drawable/pic20
,וי סטפ משולב ,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה לשני הכיוונים. ,קל מאוד,2,5,0,0,1,/drawable/pic20
,וי סטפ משולב ,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה לשני הכיוונים. ,קל,2,5,0,0,1,/drawable/pic20
,וי סטפ משולב ,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה לשני הכיוונים. ,בינוני,2,5,0,0,1,/drawable/pic20
,וי סטפ משולב ,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה לשני הכיוונים. ,קשה,2,5,0,0,1,/drawable/pic20
,וי סטפ משולב ,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה לשני הכיוונים. ,קשה מאוד,2,5,0,0,1,/drawable/pic20
,ג'קים,קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,קל מאוד,2,5,0,0,1,/drawable/pic21
,ג'קים,קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,קל,2,5,0,0,1,/drawable/pic21
,ג'קים,קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,בינוני,2,5,0,0,1,/drawable/pic21
,ג'קים,קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,קשה,2,5,0,0,1,/drawable/pic21
,ג'קים,קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,קשה מאוד,2,5,0,0,1,/drawable/pic21
,ריצה במקום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,קל מאוד,2,5,0,0,1,/drawable/pic22
,ריצה במקום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,קל,2,5,0,0,1,/drawable/pic22
,ריצה במקום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,בינוני,2,10,0,0,1,/drawable/pic22
,ריצה במקום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,קשה,2,10,0,0,1,/drawable/pic22
,ריצה במקום ,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,קשה מאוד,2,15,0,0,1,/drawable/pic22
,ריצה במקום- עקבים למעלה,ריצה במקום. יש להרים עקבים לכיוון הישבן.,קל מאוד,2,5,0,0,1,/drawable/pic23
,ריצה במקום- עקבים למעלה,ריצה במקום. יש להרים עקבים לכיוון הישבן. ,קל,2,5,0,0,1,/drawable/pic23
,ריצה במקום- עקבים למעלה,ריצה במקום. יש להרים עקבים לכיוון הישבן. ,בינוני,2,10,0,0,1,/drawable/pic23
,ריצה במקום- עקבים למעלה,ריצה במקום. יש להרים עקבים לכיוון הישבן. ,קשה,2,10,0,0,1,/drawable/pic23
,ריצה במקום- עקבים למעלה,ריצה במקום. יש להרים עקבים לכיוון הישבן.,קשה מאוד,2,15,0,0,1,/drawable/pic23
,ריצה במקום- ברכיים למעלה,ריצה במקום. יש להרים ברכיים ב90 מעלות כלפי מעלה.,קל מאוד,2,5,0,0,1,/drawable/pic24
,ריצה במקום- ברכיים למעלה,ריצה במקום. יש להרים ברכיים ב90 מעלות כלפי מעלה.,קל,2,5,0,0,1,/drawable/pic24
,ריצה במקום- ברכיים למעלה,ריצה במקום. יש להרים ברכיים ב90 מעלות כלפי מעלה.,בינוני,2,10,0,0,1,/drawable/pic24
,ריצה במקום- ברכיים למעלה,ריצה במקום. יש להרים ברכיים ב90 מעלות כלפי מעלה.,קשה,2,10,0,0,1,/drawable/pic24
,ריצה במקום- ברכיים למעלה,ריצה במקום. יש להרים ברכיים ב90 מעלות כלפי מעלה.,קשה מאוד,2,15,0,0,1,/drawable/pic24
,סטפ-טאצ',מצב התחלתי- רגליים צמודות אחת לשניה. יש לפסוע צעד ימינה ולסגור עם רגל שמאל. לאחר מכן לפסוע שמאלה עם רגל שמאל ולסגור עם ימין. וחוזר חלילה,קל מאוד,2,5,0,0,1,/drawable/pic25
,סטפ-טאצ',מצב התחלתי- רגליים צמודות אחת לשניה. יש לפסוע צעד ימינה ולסגור עם רגל שמאל. לאחר מכן לפסוע שמאלה עם רגל שמאל ולסגור עם ימין. וחוזר חלילה,קל,2,5,0,0,1,/drawable/pic25
,סטפ-טאצ',מצב התחלתי- רגליים צמודות אחת לשניה. יש לפסוע צעד ימינה ולסגור עם רגל שמאל. לאחר מכן לפסוע שמאלה עם רגל שמאל ולסגור עם ימין. וחוזר חלילה,בינוני,2,10,0,0,1,/drawable/pic25
,סטפ-טאצ',מצב התחלתי- רגליים צמודות אחת לשניה. יש לפסוע צעד ימינה ולסגור עם רגל שמאל. לאחר מכן לפסוע שמאלה עם רגל שמאל ולסגור עם ימין. וחוזר חלילה,קשה,2,10,0,0,1,/drawable/pic25
,סטפ-טאצ',מצב התחלתי- רגליים צמודות אחת לשניה. יש לפסוע צעד ימינה ולסגור עם רגל שמאל. לאחר מכן לפסוע שמאלה עם רגל שמאל ולסגור עם ימין. וחוזר חלילה,קשה מאוד,2,15,0,0,1,/drawable/pic25
,וי סטפ ימינה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה,קל מאוד,1,5,0,0,1,/drawable/pic19
,וי סטפ ימינה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה,קל מאוד,1,5,0,0,1,/drawable/pic19
,וי סטפ ימינה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה,בינוני,1,10,0,0,1,/drawable/pic19
,וי סטפ ימינה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה,קשה,1,10,0,0,1,/drawable/pic19
,וי סטפ ימינה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה,קשה מאוד,1,15,0,0,1,/drawable/pic19
,וי סטפ שמאלה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל שמאל קדימה באלכסון שמאלה ואז לפסוע עם רגל ימין באלכסון ימינה ולסגור עם רגל שמאל ואז ימין. חוזר חלילה,קל מאוד,1,5,0,0,1,/drawable/pic20
,וי סטפ שמאלה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל שמאל קדימה באלכסון שמאלה ואז לפסוע עם רגל ימין באלכסון ימינה ולסגור עם רגל שמאל ואז ימין. חוזר חלילה,קל,1,5,0,0,1,/drawable/pic20
,וי סטפ שמאלה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל שמאל קדימה באלכסון שמאלה ואז לפסוע עם רגל ימין באלכסון ימינה ולסגור עם רגל שמאל ואז ימין. חוזר חלילה,בינוני,1,5,0,0,1,/drawable/pic20
